PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID
0005XX 2 ST SE,3750889,MP 2018 104231,2,2018-04-02T18:04:00.000Z,2018-03-31T15:00:00.000Z,15:00:00,BURGB,Burglary Of Business,6,2018-04-02T17:56:47.000Z,15898,44.9832206,-93.24913117,-10380445.8,5618880.3,MARCY HOLMES,2018-04-03T06:42:07.000Z,2018-04-03T20:00:34.000Z,2968
0032XX Colfax AV S,3750895,MP 2018 104355,5,2018-04-02T18:26:00.000Z,2017-04-06T17:53:00.000Z,17:53:00,TFPER,Theft From Person,7,2018-04-02T18:26:35.000Z,20661,44.94382001,-93.29196942,-10385214.53,5612681.429,CARAG,2018-04-03T09:47:08.000Z,2018-04-03T20:00:34.000Z,2969
0034XX Humboldt AV N,3750896,MP 2018 104240,4,2018-04-02T18:32:00.000Z,2018-03-31T19:30:00.000Z,19:30:00,BURGD,Burglary Of Dwelling,6,2018-04-02T18:29:32.000Z,19933,45.01768092,-93.29810749,-10385897.82,5624305.415,FOLWELL,2018-04-03T06:24:05.000Z,2018-04-03T20:00:34.000Z,2970
1 AV S / Lake ST E,3750899,MP 2018 104362,5,2018-04-02T19:15:00.000Z,2018-04-02T17:59:00.000Z,17:59:00,ASLT2,Asslt W/dngrs Weapon,5,2018-04-02T18:43:59.000Z,,44.94835,-93.27668,-10383512.6,5613394.625,LYNDALE,2018-04-03T02:05:44.000Z,2018-04-03T20:00:34.000Z,2971
0025XX Chicago AV S,3750908,MP 2018 104470,3,2018-04-02T19:49:00.000Z,2018-04-02T18:31:00.000Z,18:31:00,AUTOTH,Motor Vehicle Theft,8,2018-04-02T19:48:25.000Z,18934,44.95642799,-93.26259001,-10381944.03,5614664.572,MIDTOWN PHILLIPS,2018-04-02T22:04:48.000Z,2018-04-03T20:00:34.000Z,2972
0035XX 31 AV S,3750928,MP 2018 104296,3,2018-04-02T21:15:00.000Z,2018-04-02T16:00:00.000Z,16:00:00,BURGD,Burglary Of Dwelling,6,2018-04-02T21:21:26.000Z,18858,44.93904931,-93.2270909,-10377992.29,5611931.146,HOWE,2018-04-03T11:21:32.000Z,2018-04-03T20:00:34.000Z,2973
0040XX 4 AV S,3750935,MP 2018 104441,3,2018-04-02T21:45:00.000Z,2018-03-31T07:00:00.000Z,7:00:00,THEFT,Other Theft,7,2018-04-02T21:46:17.000Z,11672,44.92963521,-93.27013821,-10382784.29,5610450.783,BRYANT,2018-04-03T18:46:40.000Z,2018-04-03T20:00:34.000Z,2974
0013XX Lake ST W,3750936,MP 2018 104479,5,2018-04-02T22:00:00.000Z,2018-04-02T19:43:00.000Z,19:43:00,THEFT,Other Theft,7,2018-04-02T21:54:07.000Z,17662,44.94836658,-93.29637768,-10385705.26,5613396.52,LOWRY HILL EAST,2018-04-03T00:08:01.000Z,2018-04-03T20:00:34.000Z,2975
0033XX Broadway ST NE,3750944,MP 2018 104607,2,2018-04-02T23:30:00.000Z,2018-04-02T20:20:00.000Z,20:20:00,BURGB,Burglary Of Business,6,2018-04-02T23:27:30.000Z,18625,44.99943146,-93.21577708,-10376732.84,5621431.982,MID - CITY INDUSTRIAL,2018-04-03T06:44:04.000Z,2018-04-03T20:00:34.000Z,2976
0025XX Lake ST E,3750955,MP 2018 104767,3,2018-04-03T01:00:00.000Z,2018-01-10T16:25:00.000Z,16:25:00,THFTSW,Theft By Swindle,7,2018-04-03T00:38:36.000Z,19097,44.94837171,-93.23514707,-10378889.1,5613397.327,LONGFELLOW,2018-04-03T09:43:21.000Z,2018-04-03T20:00:34.000Z,2977
0025XX Penn AV N,3750956,MP 2018 104726,4,2018-04-03T00:00:00.000Z,2018-04-02T23:33:00.000Z,23:33:00,CSCR,Crim Sex Cond-rape,3,2018-04-03T00:39:39.000Z,20609,45.00557177,-93.30820797,-10387022.2,5622398.691,JORDAN,2018-04-03T07:12:52.000Z,2018-04-03T20:00:34.000Z,2978
0035XX Clinton AV S,3750960,MP 2018 104642,3,2018-04-03T23:00:00.000Z,2018-04-02T22:05:00.000Z,22:05:00,TFMV,Theft From Motr Vehc,7,2018-04-03T00:58:33.000Z,12404,44.93865924,-93.27147198,-10382932.77,5611869.802,CENTRAL,2018-04-03T05:38:05.000Z,2018-04-03T20:00:34.000Z,2979
0038XX Colfax AV N,3750962,MP 2018 104669,4,2018-04-03T01:05:00.000Z,2018-04-02T22:42:00.000Z,22:42:00,ASLT2,Asslt W/dngrs Weapon,5,2018-04-03T01:05:40.000Z,18132,45.02486382,-93.29186031,-10385202.38,5625436.636,WEBBER - CAMDEN,2018-04-03T07:45:23.000Z,2018-04-03T20:00:34.000Z,2980
45 AV N / Knox AV N,3750964,MP 2018 104732,4,2018-04-03T01:20:00.000Z,2018-04-02T23:20:00.000Z,23:20:00,DASLT2,2nd Deg Domes Aslt,5,2018-04-03T01:15:41.000Z,,45.03665,-93.30283,-10386423.73,5627293.124,WEBBER - CAMDEN,2018-04-03T07:01:24.000Z,2018-04-03T20:00:34.000Z,2981
0034XX Tyler ST NE,3750965,MP 2018 104759,2,2018-04-03T01:18:00.000Z,2018-04-02T11:45:00.000Z,11:45:00,BURGD,Burglary Of Dwelling,6,2018-04-03T01:18:21.000Z,10833,45.03033033,-93.24604248,-10380101.97,5626297.641,WAITE PARK,2018-04-03T06:45:47.000Z,2018-04-03T20:00:34.000Z,2982
0057XX Bossen TE ,3750972,MP 2018 104826,3,2018-04-03T03:00:00.000Z,2018-04-03T02:23:00.000Z,2:23:00,BURGD,Burglary Of Dwelling,6,2018-04-03T02:52:01.000Z,12793,44.89981794,-93.22589758,-10377859.45,5605763.636,WENONAH,2018-04-03T05:38:27.000Z,2018-04-03T20:00:34.000Z,2983
0011XX Lagoon AV ,3750981,MP 2018 104877,5,2018-04-03T06:00:00.000Z,2018-04-03T05:15:00.000Z,5:15:00,THEFT,Other Theft,7,2018-04-03T05:59:35.000Z,19777,44.94891146,-93.29367343,-10385404.22,5613482.224,LOWRY HILL EAST,2018-04-03T09:55:01.000Z,2018-04-03T20:00:34.000Z,2984
0013XX Nicollet Mall  ,3750982,MP 2018 104867,1,2018-04-03T08:00:00.000Z,2018-04-03T04:33:00.000Z,4:33:00,CSCR,Crim Sex Cond-rape,3,2018-04-03T06:13:06.000Z,16714,44.97050597,-93.27771387,-10383627.61,5616879.449,LORING PARK,2018-04-03T14:21:06.000Z,2018-04-03T20:00:34.000Z,2985
0019XX Aldrich AV S,3750984,MP 2018 998356,5,2018-04-03T07:51:04.000Z,2018-04-02T19:00:00.000Z,19:00:00,TFMV,Theft From Motr Vehc,7,2018-04-03T07:51:04.000Z,22630,44.96327043,-93.28935955,-10384924,5615741.019,LOWRY HILL EAST,2018-04-03T07:51:11.000Z,2018-04-03T20:00:34.000Z,2986
0018XX 11 AV S,3750987,MP 2018 104900,3,2018-04-03T08:20:00.000Z,2018-04-02T10:00:00.000Z,10:00:00,AUTOTH,Motor Vehicle Theft,8,2018-04-03T08:21:07.000Z,18574,44.96454128,-93.25818703,-10381453.89,5615940.962,VENTURA VILLAGE,2018-04-03T10:54:17.000Z,2018-04-03T20:00:34.000Z,2987
0057XX Bossen TE ,3750988,MP 2018 103262,3,2018-04-01T19:32:00.000Z,2018-04-01T18:09:00.000Z,18:09:00,ARSON,Arson,10,2018-04-03T08:21:48.000Z,12793,44.89981794,-93.22589758,-10377859.45,5605763.636,WENONAH,2018-04-03T10:17:25.000Z,2018-04-03T20:00:34.000Z,2988
0033XX Emerson AV N,3750989,MP 2018 104925,4,2018-04-03T08:25:00.000Z,2018-04-03T07:50:00.000Z,7:50:00,AUTOTH,Motor Vehicle Theft,8,2018-04-03T08:25:08.000Z,19818,45.01583896,-93.29433053,-10385477.37,5624015.351,FOLWELL,2018-04-03T12:57:55.000Z,2018-04-03T20:00:34.000Z,2989
0010XX 5 ST SE,3750994,MP 2018 998354,2,2018-04-03T09:33:37.000Z,2018-04-02T20:00:00.000Z,20:00:00,TFMV,Theft From Motr Vehc,7,2018-04-03T09:33:37.000Z,19088,44.98340966,-93.23985053,-10379412.68,5618910.055,MARCY HOLMES,2018-04-03T09:33:42.000Z,2018-04-03T20:00:34.000Z,2990
0012XX 4 ST SE,3750996,MP 2018 104961,2,2018-04-03T10:00:00.000Z,2018-04-03T03:00:00.000Z,3:00:00,TFMV,Theft From Motr Vehc,7,2018-04-03T09:43:08.000Z,16559,44.98132317,-93.2378487,-10379189.84,5618581.68,MARCY HOLMES,2018-04-03T14:32:40.000Z,2018-04-03T20:00:34.000Z,2991
00003X 7 ST S,3750998,MP 2018 998353,1,2018-04-03T09:49:56.000Z,2018-03-23T14:00:00.000Z,14:00:00,TFMV,Theft From Motr Vehc,7,2018-04-03T09:49:56.000Z,17053,44.97743954,-93.27351637,-10383160.35,5617970.503,DOWNTOWN WEST,2018-04-03T09:50:01.000Z,2018-04-03T20:00:34.000Z,2992
0027XX 42 ST E,3751001,MP 2018 104972,3,2018-04-03T10:00:00.000Z,2018-04-03T02:10:00.000Z,2:10:00,AUTOTH,Motor Vehicle Theft,8,2018-04-03T09:58:07.000Z,19762,44.92689547,-93.2327543,-10378622.73,5610020.007,STANDISH,2018-04-03T18:48:27.000Z,2018-04-03T20:00:34.000Z,2993
0032XX 25 ST E,3751009,MP 2018 104984,3,2018-04-03T10:40:00.000Z,2018-04-02T16:00:00.000Z,16:00:00,AUTOTH,Motor Vehicle Theft,8,2018-04-03T10:35:32.000Z,16369,44.95738198,-93.22472279,-10377728.67,5614814.645,SEWARD,2018-04-03T18:46:21.000Z,2018-04-03T20:00:34.000Z,2994
0024XX Hennepin AV S,3751010,MP 2018 104985,5,2018-04-03T10:58:00.000Z,2018-04-03T09:00:00.000Z,9:00:00,THEFT,Other Theft,7,2018-04-03T10:54:20.000Z,17602,44.95777856,-93.29509939,-10385562.96,5614877.032,EAST ISLES,2018-04-03T14:53:54.000Z,2018-04-03T20:00:34.000Z,2995
0025XX Cedar AV S,3751012,MP 2018 105001,3,2018-04-03T10:55:00.000Z,2018-04-03T03:30:00.000Z,3:30:00,ROBPAG,Robbery Per Agg,4,2018-04-03T10:54:53.000Z,16946,44.95779751,-93.24733141,-10380245.45,5614880.013,EAST PHILLIPS,2018-04-03T18:47:31.000Z,2018-04-03T20:00:34.000Z,2996
24 AV N / Ferrant PL ,3751013,MP 2018 105019,4,2018-04-03T11:00:00.000Z,2018-04-03T09:45:00.000Z,9:45:00,ROBPAG,Robbery Per Agg,4,2018-04-03T10:58:14.000Z,,45.00422,-93.31076,-10387306.15,5622185.087,WILLARD - HAY,2018-04-03T14:36:05.000Z,2018-04-03T20:00:34.000Z,2997
0043XX 13 AV S,3751025,MP 2018 105086,3,2018-04-03T12:25:00.000Z,2018-04-03T12:03:00.000Z,12:03:00,BURGD,Burglary Of Dwelling,6,2018-04-03T12:25:24.000Z,12433,44.92422511,-93.25620836,-10381233.63,5609600.158,NORTHROP,2018-04-03T18:40:17.000Z,2018-04-03T20:00:34.000Z,2998
0032XX 40 AV S,3751028,MP 2018 998349,3,2018-04-03T12:31:10.000Z,2018-04-02T18:00:00.000Z,18:00:00,TFMV,Theft From Motr Vehc,7,2018-04-03T12:31:10.000Z,11209,44.94417448,-93.21528728,-10376678.31,5612737.178,COOPER,2018-04-03T12:31:17.000Z,2018-04-03T20:00:34.000Z,2999
0011XX Hennepin AV S,3751029,MP 2018 105008,1,2018-04-03T12:46:00.000Z,2018-04-03T10:25:00.000Z,10:25:00,THEFT,Other Theft,7,2018-04-03T12:37:02.000Z,16665,44.97503415,-93.27972343,-10383851.31,5617591.98,DOWNTOWN WEST,2018-04-03T19:13:40.000Z,2018-04-03T20:00:34.000Z,3000
0004XX Hennepin AV S,3749505,MP 2018 096847,1,2018-03-27T11:30:00.000Z,2018-03-27T10:25:00.000Z,10:25:00,ROBBIZ,Robbery Of Business,4,2018-03-27T11:32:39.000Z,16700,44.9800647,-93.27188308,-10382978.53,5618383.628,DOWNTOWN WEST,2018-03-27T14:07:57.000Z,2018-03-27T20:00:34.000Z,4001
0006XX 31 ST W,3749507,MP 2018 998455,5,2018-03-27T11:38:28.000Z,2018-03-07T00:00:00.000Z,0:00:00,THEFT,Other Theft,7,2018-03-27T11:38:28.000Z,11380,44.94660622,-93.28748225,-10384715.02,5613119.641,LYNDALE,2018-03-27T11:38:32.000Z,2018-03-27T20:00:34.000Z,4002
0030XX 10 AV S,3749508,MP 2018 096904,3,2018-03-27T11:39:00.000Z,2018-03-27T03:17:00.000Z,3:17:00,TFMV,Theft From Motr Vehc,7,2018-03-27T11:39:21.000Z,11951,44.94745192,-93.26011892,-10381668.95,5613252.657,POWDERHORN PARK,2018-03-27T15:13:37.000Z,2018-03-27T20:00:34.000Z,4003
0026XX Ridgway PK ,3749512,MP 2018 096899,2,2018-03-27T11:30:00.000Z,2018-03-01T00:01:00.000Z,0:01:00,THEFT,Other Theft,7,2018-03-27T11:51:48.000Z,24139,45.00363498,-93.21908566,-10377101.15,5622093.757,NORTHEAST PARK,2018-03-27T14:46:53.000Z,2018-03-27T20:00:34.000Z,4004
0043XX Fremont AV N,3749523,MP 2018 096953,4,2018-03-27T13:05:00.000Z,2018-03-24T08:00:00.000Z,8:00:00,THEFT,Other Theft,7,2018-03-27T13:04:42.000Z,14861,45.03446611,-93.29577512,-10385638.18,5626949.102,WEBBER - CAMDEN,2018-03-27T14:03:48.000Z,2018-03-27T20:00:34.000Z,4005
0013XX Lake ST W,3749526,MP 2018 097023,5,2018-03-27T12:49:00.000Z,2018-03-27T12:48:00.000Z,12:48:00,SHOPLF,Shoplifting,7,2018-03-27T13:26:06.000Z,17662,44.94836658,-93.29637768,-10385705.26,5613396.52,LOWRY HILL EAST,2018-03-27T14:32:11.000Z,2018-03-27T20:00:34.000Z,4006
0004XX GROVELAND AV ,3749535,MP 2018 998452,1,2018-03-27T14:18:47.000Z,2018-03-22T00:00:00.000Z,0:00:00,THFTSW,Theft By Swindle,7,2018-03-27T14:18:47.000Z,17186,44.96616527,-93.28612468,-10384563.9,5616196.472,LORING PARK,2018-03-27T14:32:01.000Z,2018-03-27T20:00:34.000Z,4007
0051XX 34 AV S,3749538,MP 2018 998451,3,2018-03-27T14:34:36.000Z,2018-03-26T19:00:00.000Z,19:00:00,TFMV,Theft From Motr Vehc,7,2018-03-27T14:34:36.000Z,19408,44.90944392,-93.22286215,-10377521.54,5607276.534,KEEWAYDIN,2018-03-27T14:34:38.000Z,2018-03-27T20:00:34.000Z,4008
0012XX Brook AV SE,3749561,MP 2018 998450,2,2018-03-27T15:05:25.000Z,2018-03-26T20:00:00.000Z,20:00:00,TFMV,Theft From Motr Vehc,7,2018-03-27T15:05:25.000Z,25921,44.98694969,-93.23037773,-10378358.18,5619467.215,COMO,2018-03-27T15:05:27.000Z,2018-03-27T20:00:34.000Z,4009
0005XX 1 AV N,3749612,MP 2018 998448,1,2018-03-27T16:02:27.000Z,2018-03-25T00:30:00.000Z,0:30:00,THEFT,Other Theft,7,2018-03-27T16:02:27.000Z,17104,44.97998625,-93.27428374,-10383245.77,5618371.281,DOWNTOWN WEST,2018-03-27T16:02:32.000Z,2018-03-27T20:00:34.000Z,4010
0057XX Lyndale AV S,3743863,MP 2018 066167,5,2018-03-02T06:21:00.000Z,2018-03-02T05:13:00.000Z,5:13:00,THEFT,Other Theft,7,2018-03-02T06:21:38.000Z,20050,44.89873808,-93.28828179,-10384804.03,5605593.931,WINDOM,2018-03-03T06:45:02.000Z,2018-03-03T20:00:37.000Z,4011
0013XX Johnson ST NE,3743912,MP 2018 066209,2,2018-03-02T08:35:00.000Z,2018-03-01T21:00:00.000Z,21:00:00,BURGD,Burglary Of Dwelling,6,2018-03-02T10:16:08.000Z,22532,45.00025926,-93.2364255,-10379031.41,5621562.302,NORTHEAST PARK,2018-03-03T09:18:54.000Z,2018-03-03T20:00:37.000Z,4012
0018XX Central AV NE,3743935,MP 2018 066344,2,2018-03-02T11:10:00.000Z,2018-03-02T00:00:00.000Z,0:00:00,TFPER,Theft From Person,7,2018-03-02T11:47:26.000Z,15311,45.00642144,-93.24736561,-10380249.26,5622532.467,WINDOM PARK,2018-03-02T23:39:36.000Z,2018-03-03T20:00:37.000Z,4013
7 ST S / Marquette AV S,3743968,MP 2018 066427,1,2018-03-02T14:45:00.000Z,2018-03-02T09:00:00.000Z,9:00:00,ROBPER,Robbery Of Person,4,2018-03-02T14:34:13.000Z,,44.97632,-93.27088,-10382867.16,5617794.532,DOWNTOWN WEST,2018-03-03T14:48:16.000Z,2018-03-03T20:00:37.000Z,4014
0037XX Grand AV S,3743971,MP 2018 066633,5,2018-03-02T14:50:00.000Z,2018-03-02T09:00:00.000Z,9:00:00,ASLT2,Asslt W/dngrs Weapon,5,2018-03-02T14:47:39.000Z,10977,44.93499279,-93.28436181,-10384367.66,5611293.231,KING FIELD,2018-03-03T02:58:55.000Z,2018-03-03T20:00:37.000Z,4015
0035XX 50 ST W,3744010,MP 2018 066751,5,2018-03-02T18:20:00.000Z,2018-02-22T19:00:00.000Z,19:00:00,THEFT,Other Theft,7,2018-03-02T18:15:55.000Z,14347,44.91249329,-93.32458173,-10388844.92,5607755.85,FULTON,2018-03-02T20:40:47.000Z,2018-03-03T20:00:37.000Z,4016
0010XX 29 AV NE,3744014,MP 2018 066817,2,2018-03-02T18:27:00.000Z,2018-03-02T00:00:00.000Z,0:00:00,BURGD,Burglary Of Dwelling,6,2018-03-02T18:26:07.000Z,21749,45.02040039,-93.24428786,-10379906.64,5624733.682,AUDUBON PARK,2018-03-02T23:28:05.000Z,2018-03-03T20:00:37.000Z,4017
0028XX Emerson AV S,3744026,MP 2018 066736,5,2018-03-02T19:40:00.000Z,2018-03-02T15:30:00.000Z,15:30:00,THEFT,Other Theft,7,2018-03-02T19:39:43.000Z,17314,44.95098959,-93.29443595,-10385489.1,5613809.098,LOWRY HILL EAST,2018-03-02T23:18:10.000Z,2018-03-03T20:00:37.000Z,4018
0014XX Lake ST W,3744027,MP 2018 066711,5,2018-03-02T19:42:00.000Z,2018-01-19T08:00:00.000Z,8:00:00,SHOPLF,Shoplifting,7,2018-03-02T19:41:48.000Z,21952,44.94836492,-93.30019407,-10386130.09,5613396.259,EAST ISLES,2018-03-02T23:18:48.000Z,2018-03-03T20:00:37.000Z,4019
0014XX Lake ST W,3744028,MP 2018 066798,5,2018-03-02T19:44:00.000Z,2018-01-30T08:00:00.000Z,8:00:00,SHOPLF,Shoplifting,7,2018-03-02T19:44:11.000Z,21952,44.94836492,-93.30019407,-10386130.09,5613396.259,EAST ISLES,2018-03-02T23:17:34.000Z,2018-03-03T20:00:37.000Z,4020
5 ST N / Hennepin AV S,3744038,MP 2018 066732,1,2018-03-02T21:00:00.000Z,2018-03-02T01:55:00.000Z,1:55:00,TFPER,Theft From Person,7,2018-03-02T21:06:17.000Z,,44.97968,-93.27243,-10383038.94,5618322.824,DOWNTOWN WEST,2018-03-02T23:20:16.000Z,2018-03-03T20:00:37.000Z,4021
0007XX Broadway AV W,3744042,MP 2018 067024,4,2018-03-02T21:25:00.000Z,2018-03-02T20:35:00.000Z,20:35:00,BURGB,Burglary Of Business,6,2018-03-02T21:25:44.000Z,17562,44.99913768,-93.28875577,-10384856.79,5621385.732,NEAR - NORTH,2018-03-03T07:02:53.000Z,2018-03-03T20:00:37.000Z,4022
0002XX Lake ST W,3744046,MP 2018 067080,5,2018-03-02T21:58:00.000Z,2018-03-02T21:23:00.000Z,21:23:00,ASLT2,Asslt W/dngrs Weapon,5,2018-03-02T21:58:06.000Z,19784,44.94835457,-93.28218485,-10384125.32,5613394.631,LYNDALE,2018-03-03T05:16:52.000Z,2018-03-03T20:00:37.000Z,4023
0007XX Penn AV N,3744047,MP 2018 066888,4,2018-03-02T22:06:00.000Z,2018-02-25T12:00:00.000Z,12:00:00,MVTHFT,Other Vehicle Theft,8,2018-03-02T22:05:04.000Z,16338,44.98530999,-93.30829176,-10387031.53,5619209.141,NEAR - NORTH,2018-03-02T23:20:04.000Z,2018-03-03T20:00:37.000Z,4024
00002X Oak Grove ST ,3744071,MP 2018 067213,1,2018-03-03T00:16:00.000Z,2018-03-02T17:30:00.000Z,17:30:00,BURGD,Burglary Of Dwelling,6,2018-03-03T00:15:56.000Z,19243,44.96637501,-93.27897347,-10383767.83,5616229.472,LORING PARK,2018-03-03T03:17:45.000Z,2018-03-03T20:00:37.000Z,4025
0005XX Washington AV N,3744075,MP 2018 067146,1,2018-03-03T00:31:00.000Z,2018-03-02T22:26:00.000Z,22:26:00,THEFT,Other Theft,7,2018-03-03T00:30:55.000Z,16904,44.98650497,-93.27529839,-10383358.72,5619397.221,NORTH LOOP,2018-03-03T03:25:11.000Z,2018-03-03T20:00:37.000Z,4026
0043XX Lake ST E,3744077,MP 2018 067212,3,2018-03-03T00:51:00.000Z,2018-03-02T22:46:00.000Z,22:46:00,THEFT,Other Theft,7,2018-03-03T00:50:20.000Z,14494,44.94834439,-93.2107897,-10376177.65,5613393.03,COOPER,2018-03-03T09:35:30.000Z,2018-03-03T20:00:37.000Z,4027
0025XX Nicollet AV S,3744090,MP 2018 067220,5,2018-03-03T02:13:00.000Z,2018-03-02T20:00:00.000Z,20:00:00,CSCR,Crim Sex Cond-rape,3,2018-03-03T02:11:28.000Z,17961,44.95642818,-93.27786411,-10383644.33,5614664.602,WHITTIER,2018-03-03T07:26:24.000Z,2018-03-03T20:00:37.000Z,4028
0004XX Hennepin AV S,3744095,MP 2018 067415,1,2018-03-03T03:42:00.000Z,2018-03-03T02:30:00.000Z,2:30:00,ASLT4,Aslt-police/emerg P,5,2018-03-03T03:42:10.000Z,16700,44.9800647,-93.27188308,-10382978.53,5618383.628,DOWNTOWN WEST,2018-03-03T05:01:00.000Z,2018-03-03T20:00:37.000Z,4029
Broadway AV W / Lyndale AV N,3744097,MP 2018 067105,4,2018-03-03T04:23:00.000Z,2018-03-02T21:45:00.000Z,21:45:00,BURGB,Burglary Of Business,6,2018-03-03T04:22:06.000Z,,44.99914,-93.28799,-10384771.51,5621385.814,NEAR - NORTH,2018-03-03T08:04:57.000Z,2018-03-03T20:00:37.000Z,4030
0047XX Northrop DR ,3744121,MP 2018 067530,3,2018-03-03T08:36:00.000Z,2018-03-02T22:00:00.000Z,22:00:00,AUTOTH,Motor Vehicle Theft,8,2018-03-03T08:36:20.000Z,21197,44.92919475,-93.20598979,-10375643.32,5610381.527,HIAWATHA,2018-03-03T09:28:15.000Z,2018-03-03T20:00:37.000Z,4031
0010XX Marquette AV S,3744133,MP 2018 067593,1,2018-03-03T10:35:00.000Z,2018-03-02T19:30:00.000Z,19:30:00,TFMV,Theft From Motr Vehc,7,2018-03-03T10:36:27.000Z,17096,44.972894,-93.27369104,-10383179.79,5617255.21,DOWNTOWN WEST,2018-03-03T14:38:17.000Z,2018-03-03T20:00:37.000Z,4032
0047XX 14 AV S,3744135,MP 2018 998901,3,2018-03-03T11:03:33.000Z,2018-03-02T22:30:00.000Z,22:30:00,TFMV,Theft From Motr Vehc,7,2018-03-03T11:03:33.000Z,12889,44.91699553,-93.25494905,-10381093.44,5608463.583,NORTHROP,2018-03-03T11:03:41.000Z,2018-03-03T20:00:37.000Z,4033
0033XX Aldrich AV N,3744136,MP 2018 067590,4,2018-03-03T11:00:00.000Z,2018-03-02T20:00:00.000Z,20:00:00,CSCR,Crim Sex Cond-rape,3,2018-03-03T11:09:30.000Z,18239,45.01580716,-93.2892917,-10384916.45,5624010.343,MCKINLEY,2018-03-03T12:12:24.000Z,2018-03-03T20:00:37.000Z,4034
0010XX Marquette AV S,3744144,MP 2018 067656,1,2018-03-03T13:00:00.000Z,2018-03-02T12:00:00.000Z,12:00:00,TFMV,Theft From Motr Vehc,7,2018-03-03T12:49:26.000Z,17096,44.972894,-93.27369104,-10383179.79,5617255.21,DOWNTOWN WEST,2018-03-03T14:39:24.000Z,2018-03-03T20:00:37.000Z,4035
0009XX Marquette AV S,3744149,MP 2018 067682,1,2018-03-03T13:20:00.000Z,2018-03-02T22:30:00.000Z,22:30:00,TFMV,Theft From Motr Vehc,7,2018-03-03T13:18:21.000Z,17243,44.97390086,-93.27292145,-10383094.12,5617413.647,DOWNTOWN WEST,2018-03-03T14:39:59.000Z,2018-03-03T20:00:37.000Z,4036
0010XX 8 ST SE,3744152,MP 2018 998900,2,2018-03-03T13:32:55.000Z,2018-02-02T17:30:00.000Z,17:30:00,TFMV,Theft From Motr Vehc,7,2018-03-03T13:32:55.000Z,17645,44.9863506,-93.23751429,-10379152.61,5619372.923,MARCY HOLMES,2018-03-03T13:32:59.000Z,2018-03-03T20:00:37.000Z,4037
0054XX 34 AV S,3744153,MP 2018 067653,3,2018-03-03T14:15:00.000Z,2018-03-02T19:30:00.000Z,19:30:00,BURGB,Burglary Of Business,6,2018-03-03T13:36:30.000Z,18526,44.90492029,-93.22288328,-10377523.9,5606565.531,MORRIS PARK,2018-03-03T19:25:47.000Z,2018-03-03T20:00:37.000Z,4038
0030XX Clinton AV S,3744162,MP 2018 067806,3,2018-03-03T14:54:00.000Z,2018-03-03T13:15:00.000Z,13:15:00,BURGD,Burglary Of Dwelling,6,2018-03-03T14:53:18.000Z,22014,44.94750688,-93.27157691,-10382944.45,5613261.301,CENTRAL,2018-03-03T19:28:43.000Z,2018-03-03T20:00:37.000Z,4039
0028XX 26 AV S,3744165,MP 2018 067786,3,2018-03-03T16:15:00.000Z,2018-03-03T10:40:00.000Z,10:40:00,THEFT,Other Theft,7,2018-03-03T16:12:55.000Z,19096,44.95108135,-93.2347243,-10378842.03,5613823.53,LONGFELLOW,2018-03-03T19:27:27.000Z,2018-03-03T20:00:37.000Z,4040
0031XX Penn AV N,3734305,MP 2018 015984,4,2018-01-16T15:12:00.000Z,2018-01-16T12:09:00.000Z,12:09:00,TFMV,Theft From Motr Vehc,7,2018-01-16T15:12:09.000Z,10716,45.01235203,-93.30823595,-10387025.31,5623466.271,JORDAN,2018-01-25T09:14:09.000Z,2018-01-25T20:00:31.000Z,4041
0033XX Blaisdell AV S,3734974,MP 2018 019380,5,2018-01-19T10:35:00.000Z,2018-01-19T10:33:00.000Z,10:33:00,ASLT3,Aslt-sgnfcnt Bdly Hm,5,2018-01-19T12:29:26.000Z,14080,44.94213157,-93.27971932,-10383850.86,5612415.882,LYNDALE,2018-01-25T10:37:31.000Z,2018-01-25T20:00:31.000Z,4042
0007XX Broadway AV W,3735210,MP 2018 020041,4,2018-01-20T12:58:00.000Z,2018-01-19T21:14:00.000Z,21:14:00,THEFT,Other Theft,7,2018-01-20T12:57:39.000Z,17562,44.99913768,-93.28875577,-10384856.79,5621385.732,NEAR - NORTH,2018-01-25T03:46:34.000Z,2018-01-25T20:00:31.000Z,4043
0003XX 25 ST W,3735249,MP 2018 020718,5,2018-01-20T15:49:00.000Z,2018-01-20T14:21:00.000Z,14:21:00,AUTOTH,Motor Vehicle Theft,8,2018-01-20T15:48:47.000Z,21971,44.95732538,-93.28358039,-10384280.67,5614805.741,WHITTIER,2018-01-25T07:33:22.000Z,2018-01-25T20:00:31.000Z,4044
0002XX Lowry AV NE,3735445,MP 2018 021645,2,2018-01-21T15:00:00.000Z,2018-01-21T01:08:00.000Z,1:08:00,ASLT1,Aslt-great Bodily Hm,5,2018-01-21T14:57:44.000Z,11041,45.01316443,-93.265422,-10382259.29,5623594.195,BOTTINEAU,2018-01-26T06:57:55.000Z,2018-01-26T20:00:40.000Z,4045
